position,trap,cell_label,0
tsa1tsa2morgan_017,0,1,0
tsa1tsa2morgan_017,1,1,1
tsa1tsa2morgan_017,4,1,0
tsa1tsa2morgan_017,5,1,0
tsa1tsa2morgan_017,6,2,0
tsa1tsa2morgan_017,7,1,0
tsa1tsa2morgan_017,10,3,0
tsa1tsa2morgan_017,11,3,0
tsa1tsa2morgan_017,12,2,1
tsa1tsa2morgan_017,13,2,0
tsa1tsa2morgan_017,15,2,1
tsa1tsa2morgan_017,17,3,0
tsa1tsa2morgan_017,18,2,0
tsa1tsa2morgan_017,27,1,0
tsa1tsa2morgan_017,27,3,0
tsa1tsa2morgan_017,28,1,0
tsa1tsa2morgan_017,30,2,0
tsa1tsa2morgan_017,30,7,0
tsa1tsa2morgan_017,31,1,0
tsa1tsa2morgan_017,33,6,0
tsa1tsa2morgan_017,34,1,0
tsa1tsa2morgan_017,35,3,0
tsa1tsa2morgan_017,36,1,1
tsa1tsa2morgan_017,38,2,0
tsa1tsa2morgan_017,40,1,0
tsa1tsa2morgan_017,41,2,1
tsa1tsa2morgan_017,41,17,0
tsa1tsa2morgan_017,46,2,0
tsa1tsa2morgan_017,47,3,0
tsa1tsa2morgan_017,47,4,0
tsa1tsa2morgan_017,49,4,0
tsa1tsa2morgan_017,51,1,1
tsa1tsa2morgan_017,52,2,0
tsa1tsa2morgan_017,53,1,0
tsa1tsa2morgan_017,56,1,0
tsa1tsa2morgan_017,57,1,1
tsa1tsa2morgan_017,61,1,0
tsa1tsa2morgan_017,61,6,0
tsa1tsa2morgan_017,63,2,1
tsa1tsa2morgan_017,64,7,0
tsa1tsa2morgan_017,65,2,0
tsa1tsa2morgan_017,65,10,0
tsa1tsa2morgan_017,67,4,0
tsa1tsa2morgan_017,68,1,0
tsa1tsa2morgan_017,69,2,0
tsa1tsa2morgan_017,71,13,0
tsa1tsa2morgan_017,72,1,0
tsa1tsa2morgan_017,73,1,0
tsa1tsa2morgan_017,74,1,0
tsa1tsa2morgan_017,74,3,0
tsa1tsa2morgan_017,75,2,1
tsa1tsa2morgan_017,76,12,0
tsa1tsa2morgan_017,77,2,1
tsa1tsa2morgan_017,78,1,0
tsa1tsa2morgan_017,79,2,0
tsa1tsa2morgan_017,80,1,1
tsa1tsa2morgan_017,80,5,0
tsa1tsa2morgan_017,81,5,0
tsa1tsa2morgan_017,83,3,1
tsa1tsa2morgan_017,84,2,0
tsa1tsa2morgan_017,84,15,0
tsa1tsa2morgan_017,85,1,1
tsa1tsa2morgan_017,85,2,0
tsa1tsa2morgan_017,85,7,0
tsa1tsa2morgan_017,86,18,0
tsa1tsa2morgan_017,88,2,0
tsa1tsa2morgan_017,89,2,1
tsa1tsa2morgan_017,91,3,0
tsa1tsa2morgan_018,1,1,0
tsa1tsa2morgan_018,4,3,0
tsa1tsa2morgan_018,6,4,0
tsa1tsa2morgan_018,11,1,0
tsa1tsa2morgan_018,12,1,0
tsa1tsa2morgan_018,14,3,0
tsa1tsa2morgan_018,18,1,0
tsa1tsa2morgan_018,18,8,0
tsa1tsa2morgan_018,19,2,0
tsa1tsa2morgan_018,22,1,0
tsa1tsa2morgan_018,25,3,0
tsa1tsa2morgan_018,28,1,0
tsa1tsa2morgan_018,28,23,0
tsa1tsa2morgan_018,29,3,0
tsa1tsa2morgan_018,32,1,0
tsa1tsa2morgan_018,32,3,0
tsa1tsa2morgan_018,34,1,0
tsa1tsa2morgan_018,35,1,0
tsa1tsa2morgan_018,36,1,0
tsa1tsa2morgan_018,37,8,0
tsa1tsa2morgan_018,38,1,0
tsa1tsa2morgan_018,39,2,0
tsa1tsa2morgan_018,41,1,0
tsa1tsa2morgan_018,42,2,0
tsa1tsa2morgan_018,44,1,0
tsa1tsa2morgan_018,45,2,0
