position,trap,cell_label,0
htb2mCherry_001,0,1,0
htb2mCherry_001,0,2,0
htb2mCherry_001,1,1,0
htb2mCherry_001,2,1,0
htb2mCherry_001,3,1,0
htb2mCherry_001,5,1,0
htb2mCherry_001,5,4,0
htb2mCherry_001,6,2,0
htb2mCherry_001,7,1,1
htb2mCherry_001,8,1,0
htb2mCherry_001,9,1,1
htb2mCherry_001,9,2,0
htb2mCherry_001,10,1,0
htb2mCherry_001,10,2,0
htb2mCherry_001,11,1,0
htb2mCherry_001,12,1,0
htb2mCherry_001,13,1,0
htb2mCherry_001,13,2,0
htb2mCherry_001,14,1,0
htb2mCherry_001,14,2,0
htb2mCherry_001,14,3,0
htb2mCherry_001,15,1,0
htb2mCherry_001,16,1,0
htb2mCherry_001,17,1,0
htb2mCherry_001,17,2,0
htb2mCherry_001,18,1,0
htb2mCherry_001,18,3,0
htb2mCherry_001,19,1,0
htb2mCherry_001,19,2,0
htb2mCherry_001,22,3,1
htb2mCherry_001,22,4,0
htb2mCherry_001,23,1,0
htb2mCherry_001,24,1,0
htb2mCherry_001,25,1,0
htb2mCherry_001,25,4,0
htb2mCherry_001,26,1,0
htb2mCherry_001,28,1,0
htb2mCherry_001,29,1,0
htb2mCherry_001,30,1,0
htb2mCherry_001,30,6,0
htb2mCherry_001,31,1,0
htb2mCherry_001,31,2,0
htb2mCherry_001,33,1,0
htb2mCherry_001,33,2,0
htb2mCherry_001,33,3,0
htb2mCherry_001,34,1,1
htb2mCherry_001,37,1,0
htb2mCherry_001,37,2,0
htb2mCherry_001,38,1,0
htb2mCherry_001,38,2,0
htb2mCherry_001,39,1,0
htb2mCherry_001,39,2,0
htb2mCherry_001,40,2,0
htb2mCherry_001,41,1,0
htb2mCherry_001,42,2,0
htb2mCherry_001,42,3,0
htb2mCherry_001,43,1,0
htb2mCherry_001,43,4,0
htb2mCherry_001,44,1,0
htb2mCherry_001,44,2,0
htb2mCherry_001,45,1,0
htb2mCherry_001,47,1,0
htb2mCherry_001,47,9,0
htb2mCherry_001,47,11,0
htb2mCherry_001,48,1,0
htb2mCherry_001,48,2,0
htb2mCherry_001,49,1,0
htb2mCherry_001,49,2,0
htb2mCherry_001,49,5,0
htb2mCherry_001,51,1,0
htb2mCherry_001,52,1,0
htb2mCherry_001,52,2,0
htb2mCherry_001,53,2,0
htb2mCherry_001,53,4,0
htb2mCherry_001,54,1,1
htb2mCherry_001,55,1,0
htb2mCherry_001,55,8,0
htb2mCherry_001,56,1,0
htb2mCherry_001,56,2,0
htb2mCherry_001,57,1,0
htb2mCherry_001,57,3,0
htb2mCherry_001,58,1,0
htb2mCherry_001,58,2,0
htb2mCherry_001,59,1,0
htb2mCherry_001,59,2,0
htb2mCherry_001,61,6,0
htb2mCherry_001,62,1,0
htb2mCherry_001,62,2,0
htb2mCherry_001,63,1,0
htb2mCherry_001,64,3,0
htb2mCherry_001,64,5,0
htb2mCherry_001,65,1,0
htb2mCherry_001,65,2,0
htb2mCherry_001,65,10,0
htb2mCherry_001,66,1,0
htb2mCherry_001,66,2,0
htb2mCherry_001,67,2,1
htb2mCherry_001,68,3,0
htb2mCherry_001,68,4,0
htb2mCherry_001,69,1,0
htb2mCherry_001,70,1,0
htb2mCherry_001,70,2,0
htb2mCherry_001,71,1,0
htb2mCherry_001,72,3,0
htb2mCherry_001,72,5,0
htb2mCherry_001,72,6,0
htb2mCherry_001,73,2,0
htb2mCherry_001,74,1,0
htb2mCherry_001,74,2,0
htb2mCherry_001,75,2,0
htb2mCherry_001,75,12,0
htb2mCherry_001,75,13,0
htb2mCherry_001,76,2,1
htb2mCherry_001,77,1,0
htb2mCherry_001,77,2,0
htb2mCherry_001,78,1,0
htb2mCherry_001,78,2,0
htb2mCherry_001,78,3,0
htb2mCherry_001,79,1,0
htb2mCherry_001,81,1,0
htb2mCherry_001,81,2,0
htb2mCherry_001,83,1,0
htb2mCherry_001,83,2,1
htb2mCherry_001,84,5,0
htb2mCherry_001,85,2,0
htb2mCherry_001,85,4,0
htb2mCherry_001,86,2,0
htb2mCherry_001,86,4,0
htb2mCherry_001,87,2,0
htb2mCherry_001,88,1,0
htb2mCherry_001,88,3,0
htb2mCherry_001,89,1,0
htb2mCherry_001,89,3,0
htb2mCherry_001,89,4,1
htb2mCherry_001,90,2,0
htb2mCherry_001,90,3,0
htb2mCherry_001,91,1,0
htb2mCherry_001,91,2,0
htb2mCherry_001,93,1,0
htb2mCherry_001,94,1,0
htb2mCherry_001,96,1,0
htb2mCherry_001,96,4,0
htb2mCherry_001,96,5,1
htb2mCherry_001,97,3,0
htb2mCherry_001,97,4,0
htb2mCherry_001,97,5,0
htb2mCherry_001,97,6,0
htb2mCherry_001,98,2,1
htb2mCherry_002,0,1,0
htb2mCherry_002,1,1,1
htb2mCherry_002,1,2,0
htb2mCherry_002,2,1,0
htb2mCherry_002,3,1,0
htb2mCherry_002,4,1,0
htb2mCherry_002,5,1,0
htb2mCherry_002,5,2,0
htb2mCherry_002,6,1,0
htb2mCherry_002,6,2,0
htb2mCherry_002,7,1,0
htb2mCherry_002,7,2,0
htb2mCherry_002,8,1,0
htb2mCherry_002,9,1,0
htb2mCherry_002,9,2,0
htb2mCherry_002,10,1,0
htb2mCherry_002,11,1,0
htb2mCherry_002,12,1,0
htb2mCherry_002,12,2,0
htb2mCherry_002,13,1,0
htb2mCherry_002,13,2,1
htb2mCherry_002,13,7,1
htb2mCherry_002,13,12,1
htb2mCherry_002,16,1,0
htb2mCherry_002,16,2,0
htb2mCherry_002,17,1,0
htb2mCherry_002,17,2,1
htb2mCherry_002,17,5,0
htb2mCherry_002,18,1,0
htb2mCherry_002,19,1,0
htb2mCherry_002,19,2,1
htb2mCherry_002,20,1,0
htb2mCherry_002,21,2,0
htb2mCherry_002,21,3,1
htb2mCherry_002,22,1,0
htb2mCherry_002,22,2,0
htb2mCherry_002,23,1,1
htb2mCherry_002,23,2,0
htb2mCherry_002,25,1,0
htb2mCherry_002,25,2,0
htb2mCherry_002,26,1,0
htb2mCherry_002,26,6,0
htb2mCherry_002,27,2,0
htb2mCherry_002,28,3,0
htb2mCherry_002,29,1,0
htb2mCherry_002,29,3,0
htb2mCherry_002,30,1,1
htb2mCherry_002,30,2,0
htb2mCherry_002,31,1,0
htb2mCherry_002,34,1,0
htb2mCherry_002,34,2,0
htb2mCherry_002,37,1,0
htb2mCherry_002,37,2,0
htb2mCherry_002,37,3,0
htb2mCherry_002,38,1,0
htb2mCherry_002,39,1,0
htb2mCherry_002,39,3,0
htb2mCherry_002,40,1,0
htb2mCherry_002,42,1,0
htb2mCherry_002,42,4,0
htb2mCherry_002,43,3,0
htb2mCherry_002,44,1,0
htb2mCherry_002,44,2,0
htb2mCherry_002,46,1,0
htb2mCherry_002,46,4,0
htb2mCherry_002,48,2,0
htb2mCherry_002,48,3,0
htb2mCherry_002,48,5,0
htb2mCherry_002,48,6,0
htb2mCherry_002,49,2,0
htb2mCherry_002,49,6,0
htb2mCherry_002,49,10,0
htb2mCherry_002,50,1,0
htb2mCherry_002,51,1,0
htb2mCherry_002,51,5,0
htb2mCherry_002,53,1,0
htb2mCherry_002,54,3,0
htb2mCherry_002,54,4,0
htb2mCherry_002,56,1,0
htb2mCherry_002,56,2,1
htb2mCherry_002,56,4,0
htb2mCherry_002,57,1,0
htb2mCherry_002,57,2,0
htb2mCherry_002,58,1,0
htb2mCherry_002,58,2,0
htb2mCherry_002,60,2,0
htb2mCherry_002,61,4,0
htb2mCherry_002,61,7,0
htb2mCherry_002,62,2,0
htb2mCherry_002,63,1,0
htb2mCherry_002,63,2,0
htb2mCherry_002,64,5,0
htb2mCherry_002,64,6,0
htb2mCherry_002,65,1,0
htb2mCherry_002,65,3,0
htb2mCherry_002,66,2,0
htb2mCherry_002,67,1,0
htb2mCherry_002,67,2,0
htb2mCherry_002,68,4,0
htb2mCherry_002,68,16,0
htb2mCherry_002,68,20,0
htb2mCherry_002,69,5,0
htb2mCherry_002,70,1,0
htb2mCherry_002,70,2,0
htb2mCherry_002,70,3,0
htb2mCherry_002,71,2,0
htb2mCherry_002,71,3,1
htb2mCherry_002,71,10,0
htb2mCherry_002,72,3,0
htb2mCherry_002,72,7,0
htb2mCherry_002,73,1,0
htb2mCherry_002,73,2,0
htb2mCherry_002,74,1,0
htb2mCherry_002,74,10,0
htb2mCherry_002,75,3,0
htb2mCherry_002,77,3,1
htb2mCherry_002,77,4,0
htb2mCherry_002,77,5,0
htb2mCherry_002,78,4,1
htb2mCherry_002,78,6,0
htb2mCherry_002,79,2,1
htb2mCherry_002,79,5,0
htb2mCherry_002,80,1,0
htb2mCherry_002,80,2,0
htb2mCherry_002,80,3,0
htb2mCherry_002,81,2,0
htb2mCherry_002,82,4,0
htb2mCherry_002,82,8,0
htb2mCherry_002,82,12,0
htb2mCherry_002,85,2,0
htb2mCherry_002,85,3,0
htb2mCherry_002,86,1,0
htb2mCherry_002,86,2,0
htb2mCherry_002,87,1,0
htb2mCherry_002,87,2,1
htb2mCherry_002,90,1,0
htb2mCherry_002,90,2,1
htb2mCherry_002,91,2,0
htb2mCherry_002,91,3,0
htb2mCherry_002,91,6,0
htb2mCherry_002,92,3,0
htb2mCherry_002,92,8,0
htb2mCherry_002,93,2,0
htb2mCherry_002,93,3,0
htb2mCherry_003,0,1,0
htb2mCherry_003,0,2,0
htb2mCherry_003,1,1,1
htb2mCherry_003,2,1,1
htb2mCherry_003,2,2,0
htb2mCherry_003,3,1,1
htb2mCherry_003,3,2,0
htb2mCherry_003,4,2,1
htb2mCherry_003,6,1,1
htb2mCherry_003,7,1,1
htb2mCherry_003,8,1,0
htb2mCherry_003,9,1,0
htb2mCherry_003,9,2,0
htb2mCherry_003,10,1,1
htb2mCherry_003,10,2,0
htb2mCherry_003,11,1,0
htb2mCherry_003,12,1,0
htb2mCherry_003,12,2,1
htb2mCherry_003,13,1,1
htb2mCherry_003,14,1,1
htb2mCherry_003,14,2,0
htb2mCherry_003,15,1,1
htb2mCherry_003,15,2,1
htb2mCherry_003,16,1,1
htb2mCherry_003,17,1,1
htb2mCherry_003,17,2,1
htb2mCherry_003,18,1,0
htb2mCherry_003,19,1,1
htb2mCherry_003,19,4,0
htb2mCherry_003,20,1,1
htb2mCherry_003,20,2,0
htb2mCherry_003,21,2,1
htb2mCherry_003,21,9,0
htb2mCherry_003,22,1,0
htb2mCherry_003,23,1,0
htb2mCherry_003,23,2,0
htb2mCherry_003,25,1,1
htb2mCherry_003,25,2,0
htb2mCherry_003,25,3,1
htb2mCherry_003,26,1,1
htb2mCherry_003,26,2,0
htb2mCherry_003,27,1,1
htb2mCherry_003,27,3,0
htb2mCherry_003,28,1,1
htb2mCherry_003,29,1,1
htb2mCherry_003,29,2,0
htb2mCherry_003,29,4,1
htb2mCherry_003,31,1,1
htb2mCherry_003,31,8,0
htb2mCherry_003,32,1,0
htb2mCherry_003,32,3,0
htb2mCherry_003,33,1,0
htb2mCherry_003,33,2,0
htb2mCherry_003,33,3,0
htb2mCherry_003,36,1,1
htb2mCherry_003,37,1,0
htb2mCherry_003,37,2,1
htb2mCherry_003,37,3,0
htb2mCherry_003,38,1,1
htb2mCherry_003,40,1,0
htb2mCherry_003,40,2,1
htb2mCherry_003,42,1,0
htb2mCherry_003,44,1,0
htb2mCherry_003,46,1,1
htb2mCherry_003,46,2,1
htb2mCherry_003,47,2,1
htb2mCherry_003,47,3,0
htb2mCherry_003,48,1,1
htb2mCherry_003,48,2,0
htb2mCherry_003,48,3,0
htb2mCherry_003,48,5,0
htb2mCherry_003,48,6,0
htb2mCherry_003,49,1,1
htb2mCherry_003,54,2,1
htb2mCherry_003,54,3,0
htb2mCherry_003,56,1,0
htb2mCherry_003,56,2,0
htb2mCherry_003,56,3,1
htb2mCherry_003,56,4,1
htb2mCherry_003,57,1,0
htb2mCherry_003,57,2,0
htb2mCherry_003,58,2,0
htb2mCherry_003,59,1,0
htb2mCherry_003,59,2,0
htb2mCherry_003,60,1,0
htb2mCherry_003,60,2,1
htb2mCherry_003,60,9,0
htb2mCherry_003,61,1,0
htb2mCherry_003,63,1,1
htb2mCherry_003,63,2,0
htb2mCherry_003,63,5,1
htb2mCherry_003,65,1,0
htb2mCherry_003,65,2,0
htb2mCherry_003,65,3,0
htb2mCherry_003,66,1,1
htb2mCherry_003,66,2,0
htb2mCherry_003,66,3,0
htb2mCherry_003,67,1,1
htb2mCherry_003,67,2,1
htb2mCherry_003,69,1,1
htb2mCherry_003,69,2,1
htb2mCherry_003,70,1,0
htb2mCherry_003,70,10,0
htb2mCherry_003,71,1,0
htb2mCherry_003,71,2,1
htb2mCherry_003,71,4,0
htb2mCherry_003,73,1,1
htb2mCherry_003,73,2,0
htb2mCherry_003,74,1,0
htb2mCherry_003,76,1,0
htb2mCherry_003,76,2,0
htb2mCherry_003,76,3,0
htb2mCherry_003,77,1,1
htb2mCherry_003,79,2,0
htb2mCherry_003,79,8,0
htb2mCherry_003,80,2,0
htb2mCherry_003,80,9,0
htb2mCherry_003,81,1,0
htb2mCherry_003,81,2,0
htb2mCherry_003,82,1,1
htb2mCherry_003,82,2,0
htb2mCherry_003,82,3,0
