position,trap,cell_label,0
zwf1egf_010,4,1,0
zwf1egf_010,5,1,1
zwf1egf_010,9,1,0
zwf1egf_010,16,1,0
zwf1egf_010,24,1,0
zwf1egf_010,30,2,1
zwf1egf_010,32,1,1
zwf1egf_010,32,3,0
zwf1egf_010,39,1,0
zwf1egf_010,39,2,0
zwf1egf_010,44,1,1
zwf1egf_010,46,1,1
zwf1egf_010,49,1,1
zwf1egf_010,51,1,0
zwf1egf_010,51,2,0
zwf1egf_010,52,1,1
zwf1egf_010,52,2,0
zwf1egf_010,56,2,0
zwf1egf_010,59,1,1
zwf1egf_010,59,3,0
zwf1egf_010,62,6,0
zwf1egf_010,66,3,0
zwf1egf_010,66,4,0
zwf1egf_010,67,1,0
zwf1egf_010,71,3,0
zwf1egf_010,72,2,0
zwf1egf_010,73,1,0
zwf1egf_010,76,1,1
zwf1egf_010,78,2,0
zwf1egf_011,0,2,0
zwf1egf_011,1,1,0
zwf1egf_011,2,1,1
zwf1egf_011,6,2,0
zwf1egf_011,7,1,0
zwf1egf_011,7,2,0
zwf1egf_011,8,1,0
zwf1egf_011,25,1,0
zwf1egf_011,25,2,1
zwf1egf_011,25,10,0
zwf1egf_011,26,1,0
zwf1egf_011,28,1,0
zwf1egf_011,29,1,0
zwf1egf_011,30,2,0
zwf1egf_011,30,3,0
zwf1egf_011,33,7,0
zwf1egf_011,35,1,0
zwf1egf_011,35,9,0
zwf1egf_011,38,1,0
zwf1egf_011,44,1,0
zwf1egf_011,44,2,0
zwf1egf_011,48,2,0
zwf1egf_011,49,1,0
zwf1egf_011,51,1,0
zwf1egf_011,53,2,0
zwf1egf_011,57,4,0
zwf1egf_011,59,1,1
zwf1egf_011,59,8,0
zwf1egf_011,60,1,0
zwf1egf_011,63,2,1
zwf1egf_011,65,1,0
zwf1egf_011,68,2,0
zwf1egf_011,69,3,0
zwf1egf_011,71,1,1
zwf1egf_011,74,1,1
zwf1egf_011,75,2,1
zwf1egf_011,79,1,1
zwf1egf_011,81,1,0
zwf1egf_012,0,2,1
zwf1egf_012,4,1,0
zwf1egf_012,5,1,1
zwf1egf_012,6,2,0
zwf1egf_012,7,1,0
zwf1egf_012,8,2,0
zwf1egf_012,9,1,0
zwf1egf_012,10,1,0
zwf1egf_012,17,1,1
zwf1egf_012,20,2,0
zwf1egf_012,25,2,0
zwf1egf_012,26,1,1
zwf1egf_012,32,1,0
zwf1egf_012,32,2,0
zwf1egf_012,37,2,0
zwf1egf_012,37,3,0
zwf1egf_012,38,1,0
zwf1egf_012,40,7,0
zwf1egf_012,41,4,0
zwf1egf_012,42,2,1
zwf1egf_012,48,1,0
zwf1egf_012,49,2,0
zwf1egf_012,49,4,0
zwf1egf_012,51,2,0
zwf1egf_012,54,2,1
zwf1egf_012,55,2,0
zwf1egf_012,56,2,0
zwf1egf_012,57,2,0
zwf1egf_012,60,2,1
zwf1egf_012,61,1,1
zwf1egf_012,62,1,0
zwf1egf_012,63,13,0
zwf1egf_012,64,6,0
zwf1egf_012,64,8,0
zwf1egf_012,67,3,1
zwf1egf_012,69,1,0
zwf1egf_012,70,1,1
zwf1egf_012,76,2,0
zwf1egf_012,76,5,0
zwf1egf_012,80,15,0
zwf1egf_012,81,1,0
zwf1egf_013,0,1,0
zwf1egf_013,10,1,1
zwf1egf_013,10,3,0
zwf1egf_013,18,1,1
zwf1egf_013,18,2,0
zwf1egf_013,18,3,0
zwf1egf_013,19,1,0
zwf1egf_013,21,1,0
zwf1egf_013,22,2,0
zwf1egf_013,25,1,0
zwf1egf_013,27,2,0
zwf1egf_013,31,5,0
zwf1egf_013,32,1,0
zwf1egf_013,32,2,0
zwf1egf_013,33,1,0
zwf1egf_013,33,2,0
zwf1egf_013,34,3,0
zwf1egf_013,35,1,0
zwf1egf_013,36,1,0
zwf1egf_013,37,1,1
zwf1egf_013,39,1,0
zwf1egf_013,39,3,0
zwf1egf_013,40,2,0
zwf1egf_013,41,6,0
zwf1egf_013,47,3,0
zwf1egf_013,49,1,0
zwf1egf_013,49,2,0
zwf1egf_013,51,1,0
zwf1egf_013,53,10,0
zwf1egf_013,56,1,0
zwf1egf_013,61,4,0
zwf1egf_013,62,1,0
zwf1egf_013,67,1,0
zwf1egf_013,68,1,0
zwf1egf_013,70,1,0
