position,trap,cell_label,score
htb2mCherry_012,1,1,1
htb2mCherry_012,2,2,1
htb2mCherry_012,3,2,0
htb2mCherry_012,4,2,1
htb2mCherry_012,6,1,0
htb2mCherry_012,7,2,0
htb2mCherry_012,8,1,1
htb2mCherry_012,9,17,0
htb2mCherry_012,11,2,1
htb2mCherry_012,12,1,0
htb2mCherry_012,13,1,1
htb2mCherry_012,14,1,1
htb2mCherry_012,15,2,0
htb2mCherry_012,16,1,0
htb2mCherry_012,17,1,0
htb2mCherry_012,18,1,0
htb2mCherry_012,20,1,0
htb2mCherry_012,21,1,1
htb2mCherry_012,22,2,1
htb2mCherry_012,23,2,1
htb2mCherry_012,24,1,0
htb2mCherry_012,25,2,0
htb2mCherry_012,26,1,0
htb2mCherry_012,27,1,1
htb2mCherry_012,28,2,0
htb2mCherry_012,30,4,0
htb2mCherry_012,33,1,0
htb2mCherry_012,34,2,1
htb2mCherry_012,35,1,0
htb2mCherry_012,35,2,0
htb2mCherry_012,39,1,1
htb2mCherry_012,40,2,0
htb2mCherry_012,41,1,0
htb2mCherry_012,47,2,0
htb2mCherry_012,48,2,1
htb2mCherry_012,49,4,0
htb2mCherry_012,50,2,1
htb2mCherry_012,51,2,0
htb2mCherry_012,52,2,1
htb2mCherry_012,53,1,0
htb2mCherry_012,54,1,0
htb2mCherry_012,55,1,1
htb2mCherry_012,56,1,0
htb2mCherry_012,56,8,0
htb2mCherry_012,58,1,1
htb2mCherry_012,60,1,1
htb2mCherry_012,61,1,0
htb2mCherry_012,61,8,0
htb2mCherry_012,62,2,1
htb2mCherry_012,63,1,0
htb2mCherry_012,64,1,0
htb2mCherry_012,67,1,0
htb2mCherry_012,68,1,0
htb2mCherry_012,69,3,0
htb2mCherry_012,70,8,0
htb2mCherry_012,71,2,1
htb2mCherry_012,72,2,0
htb2mCherry_012,73,2,0
htb2mCherry_012,74,1,0
htb2mCherry_012,76,2,0
htb2mCherry_012,76,5,0
htb2mCherry_012,77,1,0
htb2mCherry_012,79,13,0
htb2mCherry_012,80,2,0
htb2mCherry_012,81,1,0
htb2mCherry_012,81,2,0
htb2mCherry_012,83,1,0
htb2mCherry_012,85,3,0
htb2mCherry_012,86,2,0
htb2mCherry_012,88,2,0
htb2mCherry_012,89,2,0
htb2mCherry_012,89,3,1
htb2mCherry_012,90,2,1
htb2mCherry_012,91,1,0
htb2mCherry_012,95,6,0
htb2mCherry_012,96,2,0
htb2mCherry_013,0,1,0
htb2mCherry_013,2,1,0
htb2mCherry_013,3,2,0
htb2mCherry_013,4,1,0
htb2mCherry_013,6,1,1
htb2mCherry_013,7,1,1
htb2mCherry_013,8,2,1
htb2mCherry_013,9,1,0
htb2mCherry_013,10,2,1
htb2mCherry_013,12,1,1
htb2mCherry_013,14,2,1
htb2mCherry_013,15,2,0
htb2mCherry_013,17,1,0
htb2mCherry_013,18,2,0
htb2mCherry_013,20,1,0
htb2mCherry_013,21,1,0
htb2mCherry_013,22,1,0
htb2mCherry_013,23,1,0
htb2mCherry_013,24,1,0
htb2mCherry_013,26,1,0
htb2mCherry_013,28,1,1
htb2mCherry_013,30,1,1
htb2mCherry_013,31,1,1
htb2mCherry_013,33,2,1
htb2mCherry_013,34,2,0
htb2mCherry_013,35,1,1
htb2mCherry_013,36,2,0
htb2mCherry_013,37,2,1
htb2mCherry_013,38,13,1
htb2mCherry_013,40,1,0
htb2mCherry_013,43,1,0
htb2mCherry_013,46,1,1
htb2mCherry_013,47,1,1
htb2mCherry_013,48,1,0
htb2mCherry_013,49,1,1
htb2mCherry_013,51,1,1
htb2mCherry_013,54,2,1
htb2mCherry_013,55,1,1
htb2mCherry_013,56,1,0
htb2mCherry_013,58,1,0
htb2mCherry_013,58,2,0
htb2mCherry_013,59,1,1
htb2mCherry_013,60,2,0
htb2mCherry_013,61,1,0
htb2mCherry_013,62,2,0
htb2mCherry_013,63,2,0
htb2mCherry_013,64,2,0
htb2mCherry_013,65,2,0
htb2mCherry_013,66,1,1
htb2mCherry_013,67,1,1
htb2mCherry_013,68,3,0
htb2mCherry_013,69,1,0
htb2mCherry_013,70,1,0
htb2mCherry_013,74,1,1
htb2mCherry_013,76,1,0
htb2mCherry_013,76,2,1
htb2mCherry_013,78,1,1
htb2mCherry_013,80,2,0
htb2mCherry_013,81,1,1
htb2mCherry_013,82,5,0
htb2mCherry_013,83,1,1
htb2mCherry_013,85,2,1
htb2mCherry_013,86,2,0
htb2mCherry_013,88,2,0
htb2mCherry_013,89,1,1
htb2mCherry_013,90,2,1
htb2mCherry_014,1,1,1
htb2mCherry_014,3,1,1
htb2mCherry_014,4,1,0
htb2mCherry_014,4,9,0
htb2mCherry_014,5,1,1
htb2mCherry_014,8,1,0
htb2mCherry_014,11,1,0
htb2mCherry_014,15,1,0
htb2mCherry_014,16,1,1
htb2mCherry_014,18,1,0
