position,trap,cell_label,score
by4742swain_001,2,1,1
by4742swain_001,5,1,1
by4742swain_001,9,1,0
by4742swain_001,11,1,0
by4742swain_001,13,1,1
by4742swain_001,15,1,0
by4742swain_001,16,1,1
by4742swain_001,17,1,0
by4742swain_001,19,4,0
by4742swain_001,21,1,0
by4742swain_001,25,1,1
by4742swain_001,26,1,0
by4742swain_001,27,1,1
by4742swain_001,29,2,1
by4742swain_001,30,1,1
by4742swain_001,31,4,0
by4742swain_001,32,1,1
by4742swain_001,35,1,0
by4742swain_001,38,1,1
by4742swain_001,39,1,0
by4742swain_001,40,1,0
by4742swain_001,41,1,1
by4742swain_001,42,1,0
by4742swain_001,44,1,1
by4742swain_001,45,1,1
by4742swain_001,47,1,0
by4742swain_001,48,2,1
by4742swain_001,50,1,1
by4742swain_001,51,2,1
by4742swain_001,52,1,1
by4742swain_001,53,1,0
by4742swain_001,54,1,1
by4742swain_001,55,2,1
by4742swain_001,56,2,1
by4742swain_001,59,1,1
by4742swain_001,60,1,0
by4742swain_001,62,2,0
by4742swain_001,65,1,0
by4742swain_001,66,1,1
by4742swain_001,67,2,0
by4742swain_001,68,1,0
by4742swain_001,69,1,1
by4742swain_001,71,1,0
by4742swain_001,72,2,1
by4742swain_001,74,2,1
by4742swain_001,76,1,0
by4742swain_001,77,1,1
by4742swain_001,78,1,1
by4742swain_001,79,1,0
by4742swain_001,80,1,1
by4742swain_001,82,2,1
by4742swain_001,83,1,1
by4742swain_001,84,1,1
by4742swain_001,85,2,1
by4742swain_001,86,13,0
by4742swain_001,87,1,1
by4742swain_001,88,1,0
by4742swain_001,89,2,1
by4742swain_001,90,2,0
by4742swain_001,91,2,1
by4742swain_001,92,2,1
by4742swain_001,93,2,1
by4742swain_001,95,1,0
by4742swain_001,96,1,1
by4742swain_001,97,2,1
by4742swain_001,99,2,1
by4742swain_001,100,1,0
by4742swain_002,0,1,1
by4742swain_002,7,1,0
by4742swain_002,9,1,0
by4742swain_002,10,1,0
