position,trap,cell_label,score
htb2mCherry_014,12,1,0
htb2mCherry_014,31,2,0
htb2mCherry_014,43,1,0
htb2mCherry_014,71,4,0
htb2mCherry_015,0,1,0
htb2mCherry_015,1,1,0
htb2mCherry_015,1,2,0
htb2mCherry_015,4,1,0
htb2mCherry_015,5,3,0
htb2mCherry_015,7,1,1
htb2mCherry_015,8,2,1
htb2mCherry_015,9,1,1
htb2mCherry_015,10,1,0
htb2mCherry_015,10,2,0
htb2mCherry_015,11,2,0
htb2mCherry_015,12,1,1
htb2mCherry_015,12,2,0
htb2mCherry_015,15,1,1
htb2mCherry_015,16,1,1
htb2mCherry_015,17,2,1
htb2mCherry_015,23,1,0
htb2mCherry_015,24,1,0
htb2mCherry_015,24,2,0
htb2mCherry_015,24,5,0
htb2mCherry_015,27,1,1
htb2mCherry_015,28,1,0
htb2mCherry_015,32,1,0
htb2mCherry_015,33,1,1
htb2mCherry_015,37,1,0
htb2mCherry_015,38,1,1
htb2mCherry_015,39,1,1
htb2mCherry_015,40,1,0
htb2mCherry_015,44,1,1
htb2mCherry_015,44,3,0
htb2mCherry_015,45,1,1
htb2mCherry_015,46,1,0
htb2mCherry_015,49,1,1
htb2mCherry_015,49,14,0
htb2mCherry_015,50,1,0
htb2mCherry_015,51,1,0
htb2mCherry_015,51,2,0
htb2mCherry_015,52,1,0
htb2mCherry_015,53,1,0
htb2mCherry_015,55,1,0
htb2mCherry_015,56,11,0
htb2mCherry_015,57,1,1
htb2mCherry_015,61,1,0
htb2mCherry_015,61,2,0
htb2mCherry_015,66,1,0
htb2mCherry_015,66,3,0
htb2mCherry_015,67,1,0
htb2mCherry_015,67,7,0
htb2mCherry_015,71,1,0
htb2mCherry_015,72,1,1
htb2mCherry_015,73,6,0
htb2mCherry_015,74,3,0
htb2mCherry_015,78,1,0
htb2mCherry_015,80,1,1
htb2mCherry_015,81,1,0
htb2mCherry_015,84,2,0
htb2mCherry_015,85,5,0
htb2mCherry_015,88,1,0
htb2mCherry_015,97,1,0
htb2mCherry_015,98,3,0
htb2mCherry_015,99,1,0
htb2mCherry_015,99,3,0
htb2mCherry_015,100,1,0
htb2mCherry_016,0,1,0
htb2mCherry_016,5,1,0
htb2mCherry_016,7,1,0
htb2mCherry_016,8,2,0
htb2mCherry_016,8,17,0
htb2mCherry_016,9,2,0
htb2mCherry_016,10,1,0
htb2mCherry_016,11,1,0
htb2mCherry_016,12,1,0
htb2mCherry_016,13,13,0
htb2mCherry_016,14,1,1
htb2mCherry_016,15,1,0
htb2mCherry_016,15,7,0
htb2mCherry_016,17,11,0
htb2mCherry_016,18,2,0
htb2mCherry_016,19,1,1
htb2mCherry_016,26,2,1
htb2mCherry_016,27,1,0
htb2mCherry_016,28,1,0
htb2mCherry_016,29,1,1
htb2mCherry_016,29,6,0
htb2mCherry_016,30,1,1
htb2mCherry_016,31,1,0
htb2mCherry_016,32,2,1
htb2mCherry_016,33,1,0
htb2mCherry_016,34,1,0
htb2mCherry_016,35,1,0
htb2mCherry_016,36,1,0
htb2mCherry_016,41,7,0
htb2mCherry_016,42,2,0
htb2mCherry_016,42,5,0
htb2mCherry_016,43,2,1
htb2mCherry_016,44,1,1
htb2mCherry_016,48,1,0
htb2mCherry_016,49,1,0
htb2mCherry_016,50,1,0
htb2mCherry_016,52,2,0
htb2mCherry_016,52,3,0
htb2mCherry_016,53,1,0
htb2mCherry_016,56,2,1
htb2mCherry_016,62,1,1
htb2mCherry_016,63,1,1
htb2mCherry_016,66,3,0
htb2mCherry_016,71,1,1
htb2mCherry_016,76,1,0
htb2mCherry_016,78,3,1
htb2mCherry_016,88,2,0
htb2mCherry_016,89,1,0
htb2mCherry_016,94,2,0
htb2mCherry_016,94,25,0
htb2mCherry_016,95,3,0
htb2mCherry_017,0,1,0
htb2mCherry_017,1,1,1
htb2mCherry_017,3,1,0
htb2mCherry_017,4,1,0
htb2mCherry_017,4,2,0
htb2mCherry_017,6,2,0
htb2mCherry_017,6,4,0
htb2mCherry_017,8,1,1
htb2mCherry_017,9,1,0
htb2mCherry_017,12,1,0
htb2mCherry_017,13,1,1
htb2mCherry_017,15,2,0
htb2mCherry_017,16,1,0
htb2mCherry_017,16,2,1
htb2mCherry_017,18,2,1
htb2mCherry_017,19,20,0
htb2mCherry_017,20,1,1
htb2mCherry_017,20,6,0
htb2mCherry_017,22,1,1
htb2mCherry_017,23,1,0
htb2mCherry_017,26,1,0
htb2mCherry_017,27,1,1
htb2mCherry_017,30,1,0
htb2mCherry_017,32,1,1
htb2mCherry_017,33,1,0
htb2mCherry_017,40,1,1
htb2mCherry_017,42,1,0
